"Data","Produto","Quantidade","Custo","Valor","Cliente","Endereco","Pagamento","Modalidade","Total","Liquido"
2021-07-09,"Produto 8",3,23,37,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",111,42
2021-07-10,"Produto 1",1,28,1,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",1,-27
2021-07-11,"Produto 10",3,22,7,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",21,-45
2021-07-12,"Produto 10",2,7,37,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",74,60
2021-07-13,"Produto 8",1,22,7,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",7,-15
2021-07-14,"Produto 1",3,22,29,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",87,21
2021-07-15,"Produto 1",1,25,7,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",7,-18
2021-07-16,"Produto 5",1,28,37,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",37,9
2021-07-17,"Produto 2",5,5,36,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",180,155
2021-07-18,"Produto 10",5,7,30,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",150,115
2021-07-19,"Produto 6",3,25,29,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",87,12
2021-07-20,"Produto 10",2,9,7,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",14,-4
2021-07-21,"Produto 1",1,23,39,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",39,16
2021-07-22,"Produto 6",1,9,29,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",29,20
2021-07-23,"Produto 10",2,15,39,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",78,48
2021-07-24,"Produto 6",2,8,29,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",58,42
2021-07-25,"Produto 5",2,8,39,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",78,62
2021-07-26,"Produto 4",1,8,1,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",1,-7
2021-07-27,"Produto 10",4,15,36,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",144,84
2021-07-28,"Produto 8",1,7,14,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",14,7
2021-07-29,"Produto 4",4,5,36,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",144,124
2021-07-30,"Produto 5",1,8,1,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",1,-7
2021-07-31,"Produto 8",1,28,37,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",37,9
2021-08-01,"Produto 5",4,28,39,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",156,44
2021-08-02,"Produto 5",4,7,30,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",120,92
2021-08-03,"Produto 1",3,23,1,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",3,-66
2021-08-04,"Produto 7",3,8,30,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",90,66
2021-08-05,"Produto 1",3,28,7,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",21,-63
2021-08-06,"Produto 1",1,9,29,"Cliente 1","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",29,20
2021-08-07,"Produto 3",1,23,1,"Cliente 8","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",1,-22
2021-08-08,"Produto 2",1,25,36,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",36,11
2021-08-09,"Produto 5",3,14,7,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Local",21,-21
2021-08-10,"Produto 6",1,22,14,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",14,-8
2021-08-11,"Produto 2",1,14,32,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",32,18
2021-08-12,"Produto 3",2,7,30,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",60,46
2021-08-13,"Produto 10",1,23,29,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",29,6
2021-08-14,"Produto 2",4,5,32,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",128,108
2021-08-15,"Produto 4",2,8,32,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Local",64,48
2021-08-16,"Produto 7",2,22,36,"Cliente 1","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",72,28
2021-08-17,"Produto 6",4,15,32,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",128,68
2021-08-18,"Produto 1",1,8,39,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",39,31
2021-08-19,"Produto 4",2,9,11,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",22,4
2021-08-20,"Produto 2",1,22,11,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",11,-11
2021-08-21,"Produto 2",1,23,37,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",37,14
2021-08-22,"Produto 6",3,28,7,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",21,-63
2021-08-23,"Produto 6",1,5,7,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",7,2
2021-08-24,"Produto 6",2,7,36,"Cliente 8","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",72,58
2021-08-25,"Produto 10",4,15,32,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",128,68
2021-08-26,"Produto 4",5,7,30,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",150,115
2021-08-27,"Produto 5",1,9,30,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",30,21
2021-08-28,"Produto 3",3,9,1,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",3,-24
2021-08-29,"Produto 9",1,22,11,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",11,-11
2021-08-30,"Produto 4",2,8,1,"Cliente 7","Janga, Paulista - PE
, Brazil","Debito","Delivery",2,-14
2021-08-31,"Produto 1",3,23,14,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",42,-27
2021-09-01,"Produto 10",3,7,32,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",96,75
2021-09-02,"Produto 10",2,14,39,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",78,50
2021-09-03,"Produto 9",1,9,11,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",11,2
2021-09-04,"Produto 5",2,5,36,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",72,62
2021-09-05,"Produto 1",3,5,1,"Cliente 9","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-12
2021-09-06,"Produto 2",1,14,11,"Cliente 4","Janga, Paulista - PE
, Brazil","Credito","Delivery",11,-3
2021-09-07,"Produto 6",3,7,30,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",90,69
2021-09-08,"Produto 4",3,15,32,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",96,51
2021-09-09,"Produto 3",1,23,39,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",39,16
2021-09-10,"Produto 8",2,23,1,"Cliente 5","Janga, Paulista - PE
, Brazil","Dinheiro","Local",2,-44
2021-09-11,"Produto 7",3,7,37,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",111,90
2021-09-12,"Produto 10",1,5,30,"Cliente 3","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Local",30,25
2021-09-13,"Produto 4",4,28,29,"Cliente 1","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",116,4
2021-09-14,"Produto 4",4,7,30,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",120,92
2021-09-15,"Produto 4",5,9,29,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Local",145,100
2021-09-16,"Produto 6",1,25,29,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",29,4
2021-09-17,"Produto 6",3,14,32,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",96,54
2021-09-18,"Produto 6",1,14,14,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",14,0
2021-09-19,"Produto 8",2,9,36,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",72,54
2021-09-20,"Produto 7",2,23,37,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",74,28
2021-09-21,"Produto 8",3,22,39,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",117,51
2021-09-22,"Produto 8",3,15,30,"Cliente 6","Janga, Paulista - PE
, Brazil","Credito","Retirada",90,45
2021-09-23,"Produto 4",1,15,29,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",29,14
2021-09-24,"Produto 9",5,25,14,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",70,-55
2021-09-25,"Produto 3",1,22,11,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",11,-11
2021-09-26,"Produto 3",3,7,29,"Cliente 4","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Delivery",87,66
2021-09-27,"Produto 5",2,8,36,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",72,56
2021-09-28,"Produto 8",3,23,1,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",3,-66
2021-09-29,"Produto 5",2,15,37,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",74,44
2021-09-30,"Produto 9",2,9,7,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",14,-4
2021-10-01,"Produto 7",2,23,37,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",74,28
2021-10-02,"Produto 1",1,9,32,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",32,23
2021-10-03,"Produto 7",5,7,14,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",70,35
2021-10-04,"Produto 10",4,8,7,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Retirada",28,-4
2021-10-05,"Produto 6",3,15,36,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",108,63
2021-10-06,"Produto 3",3,14,36,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",108,66
2021-10-07,"Produto 8",2,28,14,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",28,-28
2021-10-08,"Produto 1",3,25,29,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",87,12
2021-10-09,"Produto 2",2,23,7,"Cliente 3","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",14,-32
2021-10-10,"Produto 1",3,15,14,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",42,-3
2021-10-11,"Produto 10",3,7,30,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",90,69
2021-10-12,"Produto 10",1,8,32,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",32,24
2021-10-13,"Produto 9",1,14,39,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",39,25
2021-10-14,"Produto 3",2,28,11,"Cliente 1","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Retirada",22,-34
2021-10-15,"Produto 1",1,15,7,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",7,-8
2021-10-16,"Produto 5",3,28,7,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",21,-63
2021-10-17,"Produto 9",1,25,37,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",37,12
2021-10-18,"Produto 3",2,8,39,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",78,62
2021-10-19,"Produto 7",2,25,30,"Cliente 4","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",60,10
2021-10-20,"Produto 3",1,9,14,"Cliente 9","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",14,5
2021-10-21,"Produto 8",3,5,29,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",87,72
2021-10-22,"Produto 2",1,5,14,"Cliente 7","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",14,9
2021-10-23,"Produto 6",3,22,14,"Cliente 5","Janga, Paulista - PE
, Brazil","Credito","Delivery",42,-24
2021-10-24,"Produto 8",2,25,30,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",60,10
2021-10-25,"Produto 9",4,9,14,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",56,20
2021-10-26,"Produto 4",1,5,36,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",36,31
2021-10-27,"Produto 8",1,28,29,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",29,1
2021-10-28,"Produto 3",1,22,32,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",32,10
2021-10-29,"Produto 1",1,9,29,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",29,20
2021-10-30,"Produto 7",1,28,37,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",37,9
2021-10-31,"Produto 8",3,8,1,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",3,-21
2021-11-01,"Produto 10",3,14,37,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",111,69
2021-11-02,"Produto 9",2,28,1,"Cliente 2","Janga, Paulista - PE
, Brazil","Debito","Local",2,-54
2021-11-03,"Produto 6",1,7,1,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Delivery",1,-6
2021-11-04,"Produto 8",2,9,39,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",78,60
2021-11-05,"Produto 2",1,8,32,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",32,24
2021-11-06,"Produto 1",4,7,32,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",128,100
2021-11-07,"Produto 5",2,7,30,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",60,46
2021-11-08,"Produto 2",1,7,37,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",37,30
2021-11-09,"Produto 3",3,28,29,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",87,3
2021-11-10,"Produto 8",3,5,37,"Cliente 3","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",111,96
2021-11-11,"Produto 7",1,15,29,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",29,14
2021-11-12,"Produto 7",3,7,1,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",3,-18
2021-11-13,"Produto 5",2,9,7,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",14,-4
2021-11-14,"Produto 1",3,25,30,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",90,15
2021-11-15,"Produto 7",1,5,29,"Cliente 8","Janga, Paulista - PE
, Brazil","Credito","Retirada",29,24
2021-11-16,"Produto 6",3,7,32,"Cliente 7","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",96,75
2021-11-17,"Produto 6",3,23,37,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Local",111,42
2021-11-18,"Produto 3",4,9,32,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",128,92
2021-11-19,"Produto 2",3,28,11,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",33,-51
2021-11-20,"Produto 7",2,7,39,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",78,64
2021-11-21,"Produto 9",3,7,14,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",42,21
2021-11-22,"Produto 6",4,7,36,"Cliente 9","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",144,116
2021-11-23,"Produto 8",4,22,30,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",120,32
2021-11-24,"Produto 7",1,28,32,"Cliente 4","Janga, Paulista - PE
, Brazil","Credito","Local",32,4
2021-11-25,"Produto 9",2,14,7,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",14,-14
2021-11-26,"Produto 2",1,9,37,"Cliente 10","Janga, Paulista - PE
, Brazil","Debito","Retirada",37,28
2021-11-27,"Produto 8",5,28,1,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",5,-135
2021-11-28,"Produto 8",3,8,30,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",90,66
2021-11-29,"Produto 7",2,22,30,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",60,16
2021-11-30,"Produto 10",4,25,14,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",56,-44
2021-12-01,"Produto 8",1,25,36,"Cliente 6","Janga, Paulista - PE
, Brazil","Credito","Local",36,11
2021-12-02,"Produto 3",1,15,39,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",39,24
2021-12-03,"Produto 8",2,14,36,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",72,44
2021-12-04,"Produto 1",2,9,30,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",60,42
2021-12-05,"Produto 7",2,5,29,"Cliente 10","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",58,48
2021-12-06,"Produto 9",3,5,32,"Cliente 10","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",96,81
2021-12-07,"Produto 10",3,9,30,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",90,63
2021-12-08,"Produto 3",2,7,7,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",14,0
2021-12-09,"Produto 4",1,7,7,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",7,0
2021-12-10,"Produto 6",1,28,36,"Cliente 7","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",36,8
2021-12-11,"Produto 2",3,25,39,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",117,42
2021-12-12,"Produto 8",1,5,7,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",7,2
2021-12-13,"Produto 7",3,25,30,"Cliente 1","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",90,15
2021-12-14,"Produto 5",2,25,11,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",22,-28
2021-12-15,"Produto 8",4,5,1,"Cliente 5","Janga, Paulista - PE
, Brazil","Debito","Retirada",4,-16
2021-12-16,"Produto 2",2,22,29,"Cliente 10","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",58,14
2021-12-17,"Produto 6",3,7,7,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",21,0
2021-12-18,"Produto 3",3,14,39,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",117,75
2021-12-19,"Produto 10",4,9,7,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",28,-8
2021-12-20,"Produto 7",3,5,1,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",3,-12
2021-12-21,"Produto 7",5,28,37,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",185,45
